Customer_ID,Churn_label
0139-IVFJG,Joined
0141-YEAYS,Stayed
0142-GVYSN,Stayed
0147-ESWWR,Stayed
0148-DCDOS,Churned
0151-ONTOV,Churned
0156-FVPTA,Churned
0164-APGRB,Stayed
0164-XAIRP,Stayed
0168-XZKBB,Stayed
0174-QRVVY,Stayed
0177-PXBAT,Stayed
0178-CIIKR,Joined
0178-SZBHO,Stayed
0181-RITDD,Stayed
0186-CAERR,Stayed
0187-QSXOE,Stayed
0187-WZNAB,Stayed
0188-GWFLE,Joined
0191-EQUUH,Stayed
0191-ZHSKZ,Stayed
0193-ESZXP,Churned
0195-IESCP,Churned
0196-JTUQI,Stayed
0196-VULGZ,Churned
0197-PNKNK,Stayed
0201-MIBOL,Stayed
0201-OAMXR,Churned
0203-HHYIJ,Churned
0206-OYVOC,Stayed
0206-TBWLC,Stayed
0207-MDKNV,Churned
0208-BPQEJ,Stayed
0212-ISBBF,Stayed
0214-JHPFW,Stayed
0215-BQKGS,Stayed
0218-QNVAS,Stayed
0219-QAERP,Stayed
0219-YTZUE,Churned
0220-EBGCE,Churned
0221-NAUXK,Stayed
0221-WMXNQ,Stayed
0222-CNVPT,Stayed
0224-HJAPT,Churned
0224-NIJLP,Stayed
0224-RLWWD,Joined
0225-ZORZP,Joined
0228-MAUWC,Stayed
0229-LFJAF,Stayed
0230-UBYPQ,Stayed
0230-WEQUW,Stayed
0231-LXVAP,Churned
0233-FTHAV,Stayed
0234-TEVTT,Stayed
0235-KGSLC,Churned
0236-HFWSV,Churned
0237-YFUTL,Stayed
0238-WHBIQ,Stayed
0239-OXEXL,Stayed
0244-LGNFY,Stayed
0247-SLUJI,Joined
0248-IPDFW,Joined
0248-PGHBZ,Stayed
0253-ZTEOB,Stayed
0254-FNMCI,Stayed
0254-KCJGT,Stayed
0254-WWRKD,Stayed
0256-LTHVJ,Churned
0257-KXZGU,Stayed
0257-ZESQC,Churned
0258-NOKBL,Joined
0259-GBZSH,Churned
0260-ZDLGK,Churned
0263-FJTQO,Stayed
0264-CNITK,Stayed
0265-EDXBD,Churned
0265-PSUAE,Stayed
0266-CLZKZ,Stayed
0266-GMEAO,Stayed
0268-QKIWO,Churned
0269-XFESX,Stayed
0270-THENM,Stayed
0274-JKUJR,Stayed
0277-BKSQP,Stayed
0277-ORXQS,Stayed
0278-YXOOG,Churned
0280-XJGEX,Churned
0281-CNTZX,Stayed
0282-NVSJS,Stayed
0285-INHLN,Stayed
0289-IVARM,Stayed
0292-WEGCH,Stayed
0295-PPHDO,Churned
0295-QVKPB,Stayed
0297-RBCSG,Stayed
0298-XACET,Stayed
0301-FIDRB,Stayed
0301-KOBTQ,Stayed
0302-JOIVN,Churned
0303-UNCIP,Stayed
0303-WMMRN,Stayed
0305-SQECB,Stayed
0306-JAELE,Churned
0307-BCOPK,Stayed
0308-GIQJT,Stayed
0308-IVGOK,Stayed
0310-MVLET,Churned
0310-SUCIN,Stayed
0310-VQXAM,Stayed
0311-QYWSS,Stayed
0311-UNPFF,Churned
0314-TKOSI,Stayed
0315-LVCRK,Stayed
0318-QUUOB,Churned
0318-ZOPWS,Stayed
0319-QZTCO,Joined
0320-DWVTU,Stayed
0320-JDNQG,Churned
0322-CHQRU,Churned
0322-YINQP,Churned
0323-XWWTN,Joined
0324-BRPCJ,Churned
0325-XBFAC,Churned
0326-VDYXE,Stayed
0327-WFZSY,Stayed
0328-GRPMV,Churned
0329-GTIAJ,Churned
0330-BGYZE,Stayed
0330-IVZHA,Churned
0334-GDDSO,Churned
0334-ZFJSR,Stayed
0336-KXKFK,Stayed
0336-PIKEI,Stayed
0337-CNPZE,Churned
0343-QLUZP,Stayed
0345-HKJVM,Churned
0345-XMMUG,Stayed
0347-UBKUZ,Stayed
0348-SDKOL,Churned
0354-VXMJC,Stayed
0354-WYROK,Churned
0356-ERHVT,Stayed
0356-OBMAC,Stayed
0357-NVCRI,Stayed
0361-HJRDX,Stayed
0362-RAOQO,Stayed
0362-ZBZWJ,Churned
0363-QJVFX,Churned
0363-SVHYR,Stayed
0365-BZUWY,Stayed
0365-GXEZS,Stayed
0365-TRTPY,Stayed
0366-NQSHS,Joined
0369-ZGOVK,Stayed
0373-AIVNJ,Stayed
0374-AACSZ,Joined
0374-FIUCA,Stayed
0374-IOEGQ,Joined
0375-HVGXO,Churned
0376-OIWME,Stayed
0376-YMCJC,Churned
0377-JBKKT,Stayed
0378-CJKPV,Stayed
0378-NHQXU,Churned
0378-TOVMS,Churned
0378-XSZPU,Churned
0379-DJQHR,Stayed
0380-NEAVX,Stayed
0380-ZCSBI,Stayed
0383-CLDDA,Stayed
0384-LPITE,Stayed
0384-RVBPI,Stayed
0386-CWRGM,Stayed
0388-EOPEX,Churned
0390-DCFDQ,Churned
0392-BZIUW,Stayed
0394-YONDK,Stayed
0396-HUJBP,Joined
0396-UKGAI,Stayed
0396-YCHWO,Stayed
0397-GZBBC,Churned
0397-ZXWQF,Stayed
0401-WDBXM,Stayed
0402-CQAJN,Churned
0402-OAMEN,Stayed
0404-AHASP,Stayed
0404-SWRVG,Churned
0406-BPDVR,Churned
0407-BDJKB,Churned
0409-WTMPL,Stayed
0410-IPFTY,Stayed
0411-EZJZE,Joined
0412-UCCNP,Stayed
0415-MOSGF,Churned
0419-YAAPX,Stayed
0420-BWTPW,Churned
0420-HLGXF,Stayed
0420-TXVSG,Stayed
0422-OHQHQ,Stayed
0422-UXFAP,Stayed
0423-UDIJQ,Stayed
0426-TIRNE,Churned
0428-AXXLJ,Stayed
0428-IKYCP,Stayed
0430-IHCDJ,Stayed
0431-APWVY,Churned
0432-CAJZV,Joined
0434-CSFON,Stayed
0436-TWFFZ,Stayed
0439-IFYUN,Stayed
0440-EKDCF,Stayed
0440-MOGPM,Stayed
0440-QEXBZ,Stayed
0440-UEDAI,Stayed
0442-TDYUO,Stayed
0442-ZXKVS,Stayed
0447-BEMNG,Churned
0447-RXSGD,Stayed
0454-OKRCT,Stayed
0455-ENTCR,Stayed
0455-XFASS,Joined
0458-HEUZG,Stayed
0459-SPZHJ,Stayed
0461-CVKMU,Churned
0463-TXOAK,Stayed
0463-WZZKO,Joined
0463-ZSDNT,Stayed
0464-WJTKO,Stayed
0468-YRPXN,Stayed
0471-ARVMX,Stayed
0471-LVHGK,Churned
0475-RIJEP,Churned
0479-HMSWA,Stayed
0480-BIXDE,Stayed
0480-KYJVA,Stayed
0481-SUMCB,Stayed
0484-FFVBJ,Stayed
0484-JPBRU,Stayed
0485-ZBSLN,Stayed
0486-HECZI,Churned
0486-LGCCH,Stayed
0487-CRLZF,Stayed
0487-RPVUM,Stayed
0487-VVUVK,Stayed
0488-GSLFR,Churned
0489-WMEMG,Stayed
0491-KAPQG,Stayed
0495-RVCBF,Churned
0495-ZBNGW,Churned
0496-AHOOK,Stayed
0504-HHAPI,Churned
0505-SPOOW,Stayed
0506-LVNGN,Churned
0506-YLVKJ,Stayed
0508-OOLTO,Joined
0508-SQWPL,Stayed
0511-JTEOY,Churned
0512-FLFDW,Stayed
0513-RBGPE,Stayed
0515-YPMCW,Churned
0516-OOHAR,Stayed
0516-QREYC,Stayed
0516-UXRMT,Stayed
0516-VRYBW,Churned
0516-WJVXC,Churned
0519-DRGTI,Stayed
0519-XUZJU,Churned
0520-FDVVT,Churned
0523-VNGTF,Stayed
0524-IAVZO,Churned
0526-SXDJP,Stayed
0529-ONKER,Churned
0530-IJVDB,Stayed
0531-XBKMM,Stayed
0531-ZZJWQ,Stayed
0533-BNWKF,Churned
0533-UCAAU,Stayed
0536-ACXIP,Stayed
0536-BGFMZ,Stayed
0536-ESJEP,Stayed
0537-QYZZN,Stayed
0541-FITGH,Joined
0547-HURJB,Stayed
0549-CYCQN,Stayed
0550-DCXLH,Stayed
0556-FJEGU,Stayed
0557-ASKVU,Stayed
0559-CKHUS,Stayed
0562-FGDCR,Stayed
0562-HKHML,Stayed
0562-KBDVM,Stayed
0564-JJHGS,Churned
0564-MUUQK,Stayed
0565-IYCGT,Churned
0565-JUPYD,Stayed
0567-GGCAC,Stayed
0567-XRHCU,Stayed
0568-ONFPC,Churned
0570-BFQHT,Stayed
0572-ZJKLT,Stayed
0575-CUQOV,Stayed
0576-WNXXC,Churned
0577-WHMEV,Stayed
0578-SKVMF,Churned
0580-PIQHM,Stayed
0581-BXBUB,Stayed
0581-MDMPW,Stayed
0582-AVCLN,Stayed
0584-BJQGZ,Stayed
0585-EGDDA,Stayed
0587-DMGBH,Churned
0594-UFTUL,Stayed
0595-ITUDF,Stayed
0596-BQCEQ,Churned
0599-XNYDO,Stayed
0601-WZHJF,Churned
0602-DDUML,Stayed
0603-OLQDC,Stayed
0603-TPMIB,Stayed
0604-THJFP,Stayed
0607-DAAHE,Churned
0607-MVMGC,Stayed
0608-JDVEC,Stayed
0611-DFXKO,Churned
0612-RTZZA,Churned
0613-WUXUM,Stayed
0616-ATFGB,Churned
0617-AQNWT,Churned
0617-FHSGK,Churned
0618-XWMSS,Churned
0619-OLYUR,Stayed
0620-DLSLK,Stayed
0620-XEFWH,Stayed
0621-CXBKL,Stayed
0621-HJWXJ,Stayed
0621-JFHOL,Stayed
0621-TSSMU,Stayed
0621-TWIEM,Churned
0623-EJQEG,Stayed
0623-GDISB,Joined
0623-IIHUG,Churned
0625-AFOHS,Stayed
0626-QXNGV,Stayed
0628-CNQRM,Churned
0634-SZPQA,Churned
0635-WKOLD,Stayed
0637-KVDLV,Churned
0637-UBJRP,Churned
0637-YLETY,Churned
0639-TSIQW,Churned
0640-YJTPY,Stayed
0641-EVBOJ,Joined
0643-OKLRP,Churned
0644-OQMDK,Stayed
0650-BWOZN,Stayed
0654-HMSHN,Churned
0654-PQKDW,Stayed
0655-RBDUG,Churned
0655-YDGFJ,Stayed
0657-DOGUM,Stayed
0661-KBKPA,Stayed
0661-KQHNK,Stayed
0661-WCQNQ,Stayed
0661-XEYAN,Churned
0665-XHDJU,Stayed
0666-UXTJO,Stayed
0667-NSRGI,Stayed
0668-OGMHD,Stayed
0670-ANMUU,Stayed
0670-KDOMA,Joined
0673-IGUQO,Joined
0674-DGMAQ,Stayed
0674-EYYZV,Joined
0674-GCDXG,Stayed
0675-NCDYU,Stayed
0678-RLHVP,Stayed
0679-IDSTG,Churned
0679-TDGAK,Stayed
0680-DFNNY,Churned
0682-USIXD,Stayed
0684-AOSIH,Churned
0685-MLYYM,Churned
0687-ZVTHB,Churned
0689-DSXGL,Stayed
0689-NKYLF,Churned
0690-SRQID,Stayed
0691-IFBQW,Churned
0691-JVSYA,Churned
0691-NIKRI,Stayed
0696-UKTOX,Stayed
0697-ZMSWS,Churned
0699-NDKJM,Stayed
0701-RFGFI,Stayed
0701-TJSEF,Stayed
0702-PGIBZ,Churned
0704-VCUMB,Stayed
0707-HOVVN,Stayed
0708-LGSMF,Stayed
0708-SJDIS,Stayed
0709-TVGUR,Churned
0716-BQNDX,Stayed
0719-SYFRB,Churned
0722-SVSFK,Stayed
0722-TROQR,Churned
0723-DRCLG,Churned
0723-FDLAY,Stayed
0723-VSOBE,Stayed
0725-CXOTM,Stayed
0727-BMPLR,Churned
0727-BNRLG,Stayed
0727-IWKVK,Churned
0730-BGQGF,Stayed
0730-KOAVE,Stayed
0731-EBJQB,Stayed
0732-OCQOC,Stayed
0733-VUNUW,Churned
0734-OXWBT,Joined
0739-UUAJR,Stayed
0742-LAFQK,Stayed
0742-MOABM,Churned
0742-NXBGR,Churned
0743-HNPFG,Stayed
0743-HRVFF,Stayed
0744-BIKKF,Stayed
0744-GKNGE,Stayed
0746-JTRFU,Churned
0748-RDGGM,Churned
0749-IRGQE,Stayed
0750-EBAIU,Stayed
0750-EKNGL,Stayed
0754-EEBDC,Stayed
0754-UKWQP,Churned
0756-MPZRL,Stayed
0757-WCUUZ,Stayed
0761-AETCS,Churned
0769-MURVM,Stayed
0771-CHWSK,Stayed
0771-WLCLA,Stayed
0772-GYEQQ,Churned
0774-IFUVM,Stayed
0774-RMNUW,Stayed
0778-NELLA,Churned
0780-XNZFN,Stayed
0781-LKXBR,Churned
0784-GTUUK,Stayed
0784-ZQJZX,Stayed
0786-IVLAW,Stayed
0786-VSSUD,Churned
0787-LHDYT,Stayed
0788-DXBFY,Stayed
0793-TWELN,Stayed
0794-YVSGE,Stayed
0795-GMVQO,Stayed
0795-LAFGP,Stayed
0795-XCCTE,Stayed
0799-DDIHE,Stayed
0804-XBFBV,Stayed
0804-YGEQV,Stayed
0807-ZABDG,Churned
0810-BDHAW,Stayed
0810-DHDBD,Stayed
0811-GSDTP,Stayed
0812-WUPTB,Churned
0813-TAXXS,Stayed
0815-MFZGM,Stayed
0816-TSPHQ,Joined
0817-HSUSE,Joined
0818-OCPZO,Churned
0820-FNRNX,Stayed
0822-GAVAP,Churned
0822-QGCXA,Stayed
0823-HSCDJ,Churned
0824-VWDPO,Stayed
0825-CPPQH,Stayed
0827-ITJPH,Stayed
0829-DDVLK,Stayed
0829-XXPLX,Stayed
0831-JNISG,Stayed
0835-DUUIQ,Stayed
0835-JKADZ,Stayed
0836-SEYLU,Churned
0839-JTCUD,Stayed
0839-QNXME,Stayed
0840-DCNZE,Stayed
0840-DFEZH,Stayed
0841-NULXI,Churned
0842-IWYCP,Stayed
0843-WTBXE,Churned
0847-HGRML,Stayed
0848-SOMKO,Stayed
0848-ZGQIJ,Stayed
0851-DFJKB,Stayed
0853-NWIFK,Stayed
0853-TWRVK,Stayed
0854-UYHZD,Stayed
0856-NAOES,Stayed
0859-YGKFW,Stayed
0862-PRCBS,Stayed
0864-FVJNJ,Stayed
0866-QLSIR,Churned
0867-LDTTC,Stayed
0867-MKZVY,Churned
0868-VJRDR,Stayed
0869-PAPRP,Stayed
0870-VEMYL,Churned
0871-OPBXW,Joined
0871-URUWO,Churned
0872-CASZJ,Stayed
0872-JCPIB,Stayed
0872-NXJYS,Churned
0875-CABNR,Churned
0876-WDUUZ,Churned
0877-SDMBN,Churned
0880-FVFWF,Stayed
0880-TKATG,Churned
0883-EIBTI,Churned
0885-HMGPY,Stayed
0886-QGENL,Churned
0887-HJGAR,Churned
0887-WBJVH,Stayed
0895-DQHEW,Churned
0895-LMRSF,Stayed
0895-LNKRC,Stayed
0895-UADGO,Stayed
0897-FEGMU,Churned
0898-XCGTF,Stayed
0899-LIIBW,Stayed
0899-WZRSD,Stayed
0902-RFHOF,Stayed
0902-XKXPN,Stayed
0906-QVPMS,Stayed
0907-HQNTS,Stayed
0909-SDHNU,Stayed
0909-SELIE,Stayed
0913-XWSCN,Stayed
0916-KNFAJ,Stayed
0916-QOFDP,Stayed
0917-EZOLA,Churned
0921-OHLVP,Stayed
0923-PNFUB,Churned
0924-BJCRC,Stayed
0925-VYDLG,Churned
0927-CNGRH,Joined
0927-LCSMG,Churned
0928-JMXNP,Stayed
0928-XUTSN,Stayed
0929-HYQEW,Joined
0929-PECLO,Stayed
0930-EHUZA,Stayed
0931-MHTEM,Stayed
0932-YIXYU,Stayed
0936-NQLJU,Stayed
0939-EREMR,Stayed
0939-YAPAF,Churned
0940-OUQEC,Churned
0942-KOWSM,Stayed
0943-ZQPXH,Stayed
0945-TSONX,Stayed
0946-CLJTI,Churned
0946-FKYTX,Stayed
0947-IDHRQ,Churned
0947-MUGVO,Churned
0952-KMEEH,Churned
0953-LGOVU,Stayed
0956-ACVZC,Stayed
0956-SYCWG,Stayed
0958-YHXGP,Stayed
0959-WHOKV,Stayed
0960-HUWBM,Stayed
0961-ZWLVI,Stayed
0962-CQPWQ,Stayed
0963-ZBDRN,Churned
0967-BMLBD,Stayed
0968-GSIKN,Churned
0969-RGKCU,Stayed
0970-ETWGE,Churned
0970-QXPXW,Joined
0971-QIFJK,Stayed
0973-KYVNF,Stayed
0975-UYDTX,Stayed
0975-VOOVL,Joined
0979-MOZQI,Stayed
0979-PHULV,Churned
0980-FEXWF,Stayed
0980-PVMRC,Stayed
0983-TATYJ,Stayed
0988-AADSA,Stayed
0988-JRWWP,Joined
0991-BRRFB,Churned
0993-OSGPT,Stayed
0997-YTLNY,Stayed
0999-QXNSA,Stayed
1000-AJSLD,Churned
1004-NOZNR,Stayed
1009-IRMNA,Churned
1010-DIAUQ,Churned
1013-QCWAM,Stayed
1015-JPFYW,Stayed
1015-OWJKI,Joined
1016-DJTSV,Stayed
1017-FBQMM,Stayed
1020-JPQOW,Stayed
1022-RKXDR,Stayed
1023-BQXZE,Stayed
1024-GUALD,Churned
1024-KPRBB,Stayed
1024-VRZHF,Churned
1025-FALIX,Stayed
1027-LKKQQ,Stayed
1028-FFNJK,Stayed
1029-QFBEN,Churned
1031-IIDEO,Churned
1032-MAELW,Stayed
1035-IPQPU,Stayed
1036-GUDCL,Stayed
1038-RQOST,Stayed
1038-ZAGBI,Churned
1041-RXHRA,Churned
1042-HFUCW,Stayed
1043-UXOVO,Stayed
1043-YCUTE,Churned
1045-LTCYT,Stayed
1047-NNCBF,Stayed
1047-RNXZV,Stayed
1049-FYSYG,Stayed
1051-EQPZR,Stayed
1051-GEJLJ,Joined
1052-QJIBV,Stayed
1053-MXTTK,Stayed
1057-FOGLZ,Stayed
1060-ENTOF,Stayed
1061-PNTHC,Stayed
1062-LHZOD,Churned
1063-DHQJF,Stayed
1064-FBXNK,Joined
1066-JKSGK,Churned
1069-QJOEE,Stayed
1069-XAIEM,Churned
1073-XXCZD,Stayed
1074-AMIOH,Stayed
1074-WVEVG,Stayed
1075-BGWOH,Churned
1077-HUUJM,Stayed
1078-TDCRN,Joined
1080-BWSYE,Stayed
1084-MNSMJ,Stayed
1084-UQCHV,Churned
1085-LDWAM,Stayed
1086-LXKFY,Churned
1087-GRUYI,Stayed
1087-UDSIH,Churned
1088-AUUZZ,Stayed
1088-CNNKB,Stayed
1089-HDMKP,Stayed
1089-XZWHH,Stayed
1090-ESELR,Stayed
1090-PYKCI,Stayed
1091-SOZGA,Stayed
1092-GANHU,Churned
1092-WPIVQ,Stayed
1093-YSWCA,Stayed
1094-BKOSX,Stayed
1095-JUDTC,Churned
1095-WGNGG,Stayed
1096-ADRUX,Stayed
1097-FSPVW,Stayed
1098-KFQEC,Stayed
1098-TDVUQ,Joined
1099-BTKWT,Stayed
1099-GODLO,Joined
1100-DDVRV,Stayed
1101-SSWAG,Stayed
1104-FEJAM,Stayed
1104-TNLZA,Stayed
1106-HRLKZ,Stayed
1110-KYLGQ,Stayed
1112-CUNAO,Churned
1113-IUJYX,Churned
1114-CENIM,Churned
1116-DXXDF,Stayed
1116-FRYVH,Stayed
1120-BMWUB,Churned
1121-QSIVB,Stayed
1122-JWTJW,Churned
1122-YJBCS,Stayed
1125-SNVCK,Stayed
1131-ALZWV,Stayed
1131-QQZEB,Stayed
1131-SUEKT,Stayed
1133-KXCGE,Stayed
1134-YWTYF,Stayed
1135-HIORI,Stayed
1135-LMECX,Joined
1136-XGEQU,Stayed
1137-DGOWI,Stayed
1139-WUOAH,Stayed
1140-UKVZG,Stayed
1142-IHLOO,Stayed
1142-WACZW,Churned
1143-NMNQJ,Churned
1150-FTQGN,Stayed
1150-WFARN,Churned
1153-GNOLC,Stayed
1154-HYWWO,Stayed
1156-ZFYDO,Joined
1157-BQCUW,Churned
1159-WFSGR,Stayed
1162-ECVII,Stayed
1163-ONYEY,Stayed
1163-VIPRI,Stayed
1166-PQLGG,Stayed
1167-OYZJF,Stayed
1169-SAOCL,Stayed
1169-WCVAK,Stayed
1170-SASML,Stayed
1171-TYKUR,Stayed
1172-VIYBP,Stayed
1173-NOEYG,Stayed
1173-XZPYF,Stayed
1174-FGIFN,Stayed
1177-XZBJL,Stayed
1178-PZGAB,Stayed
1179-INLAT,Joined
1183-CANVH,Stayed
1184-PJVDB,Churned
1187-WILMM,Stayed
1193-RTSLK,Churned
1194-BHJYC,Stayed
1194-HVAIF,Stayed
1194-SPVSP,Joined
1195-OIYEJ,Churned
1196-AMORA,Churned
1197-BVMVG,Stayed
1200-TUZHR,Stayed
1202-KKGFU,Stayed
1205-WNWPJ,Churned
1206-EHBDD,Stayed
1207-BLKSA,Stayed
1208-DNHLN,Churned
1208-NBVFH,Stayed
1209-VFFOC,Stayed
1212-GLHMD,Joined
1213-NGCUN,Churned
1215-EXRMO,Stayed
1215-FIGMP,Stayed
1215-VFYVK,Stayed
1216-BGTSP,Stayed
1216-JWVUX,Stayed
1217-VASWC,Stayed
1218-VKFPE,Churned
1219-NNDDO,Stayed
1221-GHZEP,Stayed
1222-KJNZD,Stayed
1222-LRYKO,Stayed
1223-UNPKS,Stayed
1226-IENZN,Stayed
1226-JZNKR,Stayed
1226-UDFZR,Churned
1227-UDMZR,Stayed
1228-FZFRV,Churned
1228-ZLNBX,Stayed
1229-RCALF,Stayed
1230-QAJDW,Joined
1231-YNDEK,Stayed
1236-WFCDV,Churned
1237-WIYYZ,Stayed
1240-HCBOH,Stayed
1240-KNSEZ,Churned
1241-EZFMJ,Stayed
1241-FPMOF,Stayed
1245-HARPS,Stayed
1247-QBVSH,Stayed
1248-DYXUB,Stayed
1251-KRREG,Churned
1251-STYSZ,Stayed
1254-IZEYF,Churned
1257-SXUXQ,Stayed
1258-YMZNM,Stayed
1260-TTRXI,Churned
1261-FWTTE,Stayed
1262-OPMFY,Churned
1264-BYWMS,Churned
1264-FUHCX,Stayed
1265-BCFEO,Stayed
1265-HVPZB,Stayed
1265-XTECC,Churned
1265-ZFOSD,Stayed
1266-NZYUI,Stayed
1268-ASBGA,Churned
1269-FOYWN,Stayed
1270-XKUCC,Stayed
1271-SJBGZ,Churned
1271-UODNO,Stayed
1272-ILHFG,Stayed
1273-MTETI,Churned
1282-IHQAC,Stayed
1285-OKIPP,Churned
1291-CUOCY,Stayed
1293-BSEUN,Stayed
1293-HHSHJ,Stayed
1297-VQDRP,Stayed
1298-PHBTI,Stayed
1299-AURJA,Stayed
1301-LOPVR,Stayed
1302-TPUBN,Stayed
1302-UHBDD,Stayed
1303-SRDOK,Stayed
1304-BCCFO,Stayed
1304-NECVQ,Churned
1304-SEGFY,Stayed
1306-RPWXZ,Stayed
1307-ATKGB,Stayed
1307-TVUFB,Stayed
1309-BXVOQ,Churned
1309-XGFSN,Stayed
1310-QRITU,Stayed
1319-YLZJG,Stayed
1320-GVNHT,Stayed
1320-HTRDR,Churned
1320-REHCS,Stayed
1322-AGOQM,Churned
1323-OOEPC,Churned
1324-NLTJE,Churned
1325-USMEC,Stayed
1328-EUZHC,Stayed
1329-VHWNP,Stayed
1333-PBMXB,Stayed
1334-FJSVR,Churned
1334-PDUKM,Stayed
1335-HQMKX,Stayed
1335-MXCSE,Stayed
1335-NTIUC,Stayed
1336-EZFZY,Stayed
1337-BOZWO,Stayed
1338-CECEE,Stayed
1342-JPNKI,Churned
1343-EHPYB,Churned
1345-GKDZZ,Stayed
1345-ZUKID,Stayed
1346-PJWTK,Stayed
1346-UFHAX,Stayed
1347-KTTTA,Stayed
1349-WXNGG,Churned
1352-HNSAW,Stayed
1352-VHKAJ,Stayed
1353-GHZOS,Stayed
1353-LJWEM,Stayed
1354-YZFNB,Stayed
1355-KUSBG,Stayed
1356-MKYSK,Stayed
1357-BIJKI,Stayed
1357-MVDOZ,Stayed
1360-JYXKQ,Stayed
1360-RCYRT,Stayed
1360-XFJMR,Stayed
1363-TXLSL,Churned
1370-GGAWX,Stayed
1371-DWPAZ,Stayed
1371-OJCEK,Stayed
1371-WEPDS,Stayed
1373-ORVIZ,Churned
1374-DMZUI,Churned
1376-HHBDV,Stayed
1379-FRVEB,Stayed
1383-EZRWL,Churned
1384-RCUXW,Stayed
1385-TQOZW,Stayed
1386-ZIKUV,Stayed
1389-CXMLU,Churned
1389-WNUIB,Stayed
1391-UBDAR,Stayed
1393-IMKZG,Joined
1394-SUIUH,Stayed
1395-OFUWC,Stayed
1395-WSWXR,Stayed
1396-QWFBJ,Churned
1397-XKKWR,Stayed
1399-OUPJN,Stayed
1399-UBQIU,Stayed
1400-MMYXY,Churned
1400-WIVLL,Stayed
1401-FTHFQ,Stayed
1402-PTHGN,Stayed
1403-GYAFU,Stayed
1403-LKLIK,Stayed
1406-PUQVY,Joined
1407-DIGZV,Joined
1409-PHXTF,Stayed
1410-RSCMR,Stayed
1414-YADCW,Stayed
1415-YFWLT,Churned
1421-HCERK,Stayed
1422-DGUBX,Stayed
1423-BMPBQ,Joined
1427-VERSM,Stayed
1428-GTBJJ,Churned
1428-IEDPR,Stayed
1429-UYJSV,Stayed
1430-SFQSA,Stayed
1431-AIDJQ,Stayed
1431-CYWMH,Stayed
1432-FPAXX,Churned
1436-ZMJAN,Stayed
1439-LCGVL,Stayed
1442-BQPVU,Stayed
1442-OKRJE,Stayed
1444-VVSGW,Churned
1447-GIQMR,Churned
1447-PJGGA,Churned
1448-CYWKC,Stayed
1448-PWKYE,Churned
1449-XQEMT,Churned
1450-GALXR,Churned
1450-SKCVI,Churned
1452-KIOVK,Stayed
1452-UZOSF,Stayed
1452-VOQCH,Joined
1452-XRSJV,Stayed
1453-RZFON,Joined
1455-ESIQH,Churned
1455-HFBXA,Stayed
1455-UGQVH,Churned
1456-TWCGB,Stayed
1459-QNFQT,Stayed
1460-UZPRJ,Stayed
1465-LNTLJ,Stayed
1465-VINDH,Churned
1465-WCZVT,Joined
1468-DEFNC,Stayed
1469-LBJQJ,Stayed
1470-PSXNM,Stayed
1471-GIQKQ,Joined
1472-TNCWL,Stayed
